,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,upper,upper,lower,lower
"(2700.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137651276,303.15,288.15,,,,0.0,7.471360732410275e-06,inf,inf,-inf,-inf,294.14998137651276,0.1499999979420076,inf,inf,-inf,-inf
"(2700.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,,294.14998138691703,303.15,288.15,,,,0.0,7.47165781966282e-06,inf,inf,-inf,-inf,294.14998138691703,0.1499999980534818,inf,inf,-inf,-inf
"(2700.0, 36000.0)",150.0,294.15,292.15,280.15,0.01071429092844633,36000.0,0.0,,,,,,,,,,,,294.1499813905801,303.15,288.15,0.010714300516781348,0.05,0.0,,,,,,,,,,,,
"(2700.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813758098,303.15,288.15,,,,0.0,7.471340666066817e-06,inf,inf,-inf,-inf,294.1499813758098,0.15000000768976812,inf,inf,-inf,-inf
"(2700.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,,294.14998133693496,303.15,288.15,,,,0.0,7.470232538674175e-06,inf,inf,-inf,-inf,294.14998133693496,0.15000000727325188,inf,inf,-inf,-inf
"(2700.0, 36900.0)",150.0,294.15,292.15,280.15,0.010714288343862373,36900.0,0.0,,,,,,,,,,,,294.1499813232466,303.15,288.15,0.010714297918414353,0.05,0.0,,,,,,,,,,,,
"(2700.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813782974,303.15,288.15,,,,0.0,7.471411676460634e-06,inf,inf,-inf,-inf,294.1499813782974,0.14999997133933174,inf,inf,-inf,-inf
"(2700.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,,294.1499815231896,303.15,288.15,,,,0.0,7.475568576665405e-06,inf,inf,-inf,-inf,294.1499815231896,0.14999997289174957,inf,inf,-inf,-inf
"(2700.0, 37800.0)",150.0,294.15,292.15,280.15,0.010714298051392433,37800.0,0.0,,,,,,,,,,,,294.1499815742068,303.15,288.15,0.010714307676534331,0.05,0.0,,,,,,,,,,,,
"(2700.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,,294.14998136708425,303.15,288.15,,,,0.0,7.47109168872474e-06,inf,inf,-inf,-inf,294.14998136708425,0.15000010783268858,inf,inf,-inf,-inf
"(2700.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,,294.1499808219442,303.15,288.15,,,,0.0,7.455825328604516e-06,inf,inf,-inf,-inf,294.1499808219442,0.15000010199189034,inf,inf,-inf,-inf
"(2700.0, 38700.0)",150.0,294.15,292.15,280.15,0.010714262566511168,38700.0,0.0,,,,,,,,,,,,294.14998062999615,303.15,288.15,0.01071427199026884,0.05,0.0,,,,,,,,,,,,
"(2700.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813821966,303.15,288.15,,,,0.0,7.471523002551003e-06,inf,inf,-inf,-inf,294.1499813821966,0.14999960838755408,inf,inf,-inf,-inf
"(2700.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,,294.149983361965,303.15,288.15,,,,0.0,7.532144638975669e-06,inf,inf,-inf,-inf,294.149983361965,0.14999962959933147,inf,inf,-inf,-inf
"(2700.0, 39600.0)",150.0,294.15,292.15,280.15,0.010714405821617807,39600.0,0.0,,,,,,,,,,,,294.14998405905527,303.15,288.15,0.010714415840815717,0.05,0.0,,,,,,,,,,,,
"(2700.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,,294.14998095184865,303.15,288.15,,,,0.0,7.459412341985097e-06,inf,inf,-inf,-inf,294.14998095184865,0.15000161768160558,inf,inf,-inf,-inf
"(2700.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,,294.1499727737805,303.15,288.15,,,,0.0,7.281870483792645e-06,inf,inf,-inf,-inf,294.1499727737805,0.15000153005838288,inf,inf,-inf,-inf
"(2700.0, 40500.0)",150.0,294.15,292.15,280.15,0.010713997291808625,40500.0,0.0,,,,,,,,,,,,294.1499698942254,303.15,288.15,0.010714005119153032,0.05,0.0,,,,,,,,,,,,
"(2700.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,,294.1499778945868,303.15,288.15,,,,0.0,7.382564416650375e-06,inf,inf,-inf,-inf,294.1499778945868,0.14999583483063267,inf,inf,-inf,-inf
"(2700.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,,294.1499989513112,303.15,288.15,,,,0.0,8.649089759020886e-06,inf,inf,-inf,-inf,294.1499989513112,0.14999606043248528,inf,inf,-inf,-inf
"(2700.0, 41400.0)",150.0,294.15,292.15,280.15,0.01994518097388172,41400.0,0.0,,,,,,,,,,,,294.15000636554146,303.15,288.15,0.019945137079760717,0.05,0.0,,,,,,,,,,,,
"(2700.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,,293.9090884434356,303.15,288.15,,,,0.0,6.6617734917799115e-06,inf,inf,-inf,-inf,293.9090884434356,0.27442690509687584,inf,inf,-inf,-inf
"(2700.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,,293.2943998203319,303.15,288.15,,,,0.0,6.661713965646635e-06,inf,inf,-inf,-inf,293.2943998203319,0.2621668562477022,inf,inf,-inf,-inf
"(2700.0, 42300.0)",150.0,294.15,292.15,280.15,7.147236761196324e-08,42300.0,0.0,,,,,,,,,,,,293.0853344394908,303.15,288.15,7.147238986149686e-08,0.05,0.0,,,,,,,,,,,,
"(2700.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,,293.37062123003244,303.15,288.15,,,,0.0,6.661715294110354e-06,inf,inf,-inf,-inf,293.37062123003244,9.449093947640605e-07,inf,inf,-inf,-inf
"(2700.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,,294.1500390388147,303.15,288.15,,,,0.0,3.7327207960051865e-05,inf,inf,-inf,-inf,294.1500390388147,1.000616248258345e-06,inf,inf,-inf,-inf
"(2700.0, 43200.0)",,,,,,,,,,,,,,,,,,,294.4353256846254,303.15,288.15,,,,,,,,,,,,,,,
"(3600.0, 0.0)",150.0,294.15,292.15,280.15,0.010147750729207494,0.0,0.0,1000.0,100000.0,250.0,1.0,900.0,7200.0,900.0,10.0,294.07527677608397,0.010147750729207494,0.0,294.07527677608437,303.15,288.15,0.01014775071442951,0.05,0.0,,,,,,,,,,,,
"(3600.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,,294.09164063955853,303.15,288.15,,,,0.0,1.2207176650879939e-05,inf,inf,-inf,-inf,294.09164063955853,0.14147629376044082,inf,inf,-inf,-inf
"(3600.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,,294.13479340958224,303.15,288.15,,,,0.0,1.2208254667956347e-05,inf,inf,-inf,-inf,294.13479340958224,0.1419141973133864,inf,inf,-inf,-inf
"(3600.0, 900.0)",150.0,294.15,292.15,280.15,0.010714594007177471,900.0,0.0,,,,,,,,,,,,294.1500195662523,303.15,288.15,0.03159251203532805,0.05,0.0,,,,,,,,,,,,
"(3600.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,,293.61189231135376,303.15,288.15,,,,0.0,1.2206841234779454e-05,inf,inf,-inf,-inf,293.61189231135376,0.4252949948646071,inf,inf,-inf,-inf
"(3600.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,,292.2899243609612,303.15,288.15,,,,0.0,1.2206955523830183e-05,inf,inf,-inf,-inf,292.2899243609612,0.38353070648161014,inf,inf,-inf,-inf
"(3600.0, 1800.0)",150.0,294.15,292.15,280.15,0.010714172229816828,1800.0,0.0,,,,,,,,,,,,291.8603039101943,303.15,288.15,-9.552376670439559e-09,0.05,0.0,,,,,,,,,,,,
"(3600.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,,292.14559269383443,303.15,288.15,,,,0.0,0.0044043947564342215,inf,inf,-inf,-inf,292.14559269383443,-1.1458641979667966e-07,inf,inf,-inf,-inf
"(3600.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,,292.92501617199275,303.15,288.15,,,,0.0,1.2206831542618594e-05,inf,inf,-inf,-inf,292.92501617199275,-1.2203176644583192e-07,inf,inf,-inf,-inf
"(3600.0, 2700.0)",150.0,294.15,292.15,280.15,0.010714318968541742,2700.0,0.0,,,,,,,,,,,,293.21030497497617,303.15,288.15,0.011495682428708357,0.05,0.0,,,,,,,,,,,,
"(3600.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,,293.2100471156085,303.15,288.15,,,,0.0,1.2206829331808739e-05,inf,inf,-inf,-inf,293.2100471156085,0.15013415414500697,inf,inf,-inf,-inf
"(3600.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,,293.20937024605524,303.15,288.15,,,,0.0,1.2206829328187151e-05,inf,inf,-inf,-inf,293.20937024605524,0.15012637306758464,inf,inf,-inf,-inf
"(3600.0, 3600.0)",150.0,294.15,292.15,280.15,0.010714283058258387,3600.0,0.0,,,,,,,,,,,,293.20913260251945,303.15,288.15,0.011485970446854109,0.05,0.0,,,,,,,,,,,,
"(3600.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,,293.2091385994313,303.15,288.15,,,,0.0,1.22068293269573e-05,inf,inf,-inf,-inf,293.2091385994313,0.1499968800144407,inf,inf,-inf,-inf
"(3600.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,,293.2091543415837,303.15,288.15,,,,0.0,1.2206829327040714e-05,inf,inf,-inf,-inf,293.2091543415837,0.1499970608283385,inf,inf,-inf,-inf
"(3600.0, 4500.0)",150.0,294.15,292.15,280.15,0.01071429291109063,4500.0,0.0,,,,,,,,,,,,293.20915986872694,303.15,288.15,0.011486177097412852,0.05,0.0,,,,,,,,,,,,
"(3600.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,,293.2091602015975,303.15,288.15,,,,0.0,1.2206829327071778e-05,inf,inf,-inf,-inf,293.2091602015975,0.14999982681903629,inf,inf,-inf,-inf
"(3600.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,,293.2091610753966,303.15,288.15,,,,0.0,1.2206829327076405e-05,inf,inf,-inf,-inf,293.2091610753966,0.14999983685564716,inf,inf,-inf,-inf
"(3600.0, 5400.0)",150.0,294.15,292.15,280.15,0.010714290290431798,5400.0,0.0,,,,,,,,,,,,293.2091613821909,303.15,288.15,0.011487022791479685,0.05,0.0,,,,,,,,,,,,
"(3600.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,,293.2091409131817,303.15,288.15,,,,0.0,1.2206829326969555e-05,inf,inf,-inf,-inf,293.2091409131817,0.1500106493068654,inf,inf,-inf,-inf
"(3600.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,,293.20908718134194,303.15,288.15,,,,0.0,1.2206829326684969e-05,inf,inf,-inf,-inf,293.20908718134194,0.150010032087997,inf,inf,-inf,-inf
"(3600.0, 6300.0)",150.0,294.15,292.15,280.15,0.010714290993419645,6300.0,0.0,,,,,,,,,,,,293.209068315914,303.15,288.15,0.0114497710621021,0.05,0.0,,,,,,,,,,,,
"(3600.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,,293.2099647404753,303.15,288.15,,,,0.0,1.220682933136572e-05,inf,inf,-inf,-inf,293.2099647404753,0.1495336063575657,inf,inf,-inf,-inf
"(3600.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,,293.21231818415237,303.15,288.15,,,,0.0,1.2206829344264343e-05,inf,inf,-inf,-inf,293.21231818415237,0.1495605527488762,inf,inf,-inf,-inf
"(3600.0, 7200.0)",150.0,294.15,292.15,280.15,0.010714290805271608,7200.0,0.0,,,,,,,,,,,,293.21314459993505,303.15,288.15,0.012593347289609685,0.05,0.0,,,,,,,,,,,,
"(3600.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,,293.18589047997625,303.15,288.15,,,,0.0,1.2206829228205483e-05,inf,inf,-inf,-inf,293.18589047997625,0.16416549604365302,inf,inf,-inf,-inf
"(3600.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,,293.1146163832157,303.15,288.15,,,,0.0,1.2206829226594382e-05,inf,inf,-inf,-inf,293.1146163832157,0.16326791659039794,inf,inf,-inf,-inf
"(3600.0, 8100.0)",150.0,294.15,292.15,280.15,0.0107142908556576,8100.0,0.0,,,,,,,,,,,,293.0896942430818,303.15,288.15,-9.624901531849604e-09,0.05,0.0,,,,,,,,,,,,
"(3600.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,,293.37498305086194,303.15,288.15,,,,0.0,1.2206831542600903e-05,inf,inf,-inf,-inf,293.37498305086194,-1.2728915962492637e-07,inf,inf,-inf,-inf
"(3600.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,,294.1544065951724,303.15,288.15,,,,0.0,0.0044036637650941195,inf,inf,-inf,-inf,294.1544065951724,-1.347910344905198e-07,inf,inf,-inf,-inf
"(3600.0, 9000.0)",150.0,294.15,292.15,280.15,0.010714290842166505,9000.0,0.0,,,,,,,,,,,,294.4396954224426,303.15,288.15,0.02138760038222958,0.05,0.0,,,,,,,,,,,,
"(3600.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,,294.1500209618507,303.15,288.15,,,,0.0,2.1063406547226332e-05,inf,inf,-inf,-inf,294.1500209618507,0.2994268536783307,inf,inf,-inf,-inf
"(3600.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,,293.41444947239745,303.15,288.15,,,,0.0,1.2206832515731601e-05,inf,inf,-inf,-inf,293.41444947239745,0.28369474461773314,inf,inf,-inf,-inf
"(3600.0, 9900.0)",150.0,294.15,292.15,280.15,0.010714290845779248,9900.0,0.0,,,,,,,,,,,,293.16564823011004,303.15,288.15,0.0030071009810637545,0.05,0.0,,,,,,,,,,,,
"(3600.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,,293.3758891407098,303.15,288.15,,,,0.0,1.2206831562764607e-05,inf,inf,-inf,-inf,293.3758891407098,0.03977158420316018,inf,inf,-inf,-inf
"(3600.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,,293.94421266209343,303.15,288.15,,,,0.0,1.2206905139005012e-05,inf,inf,-inf,-inf,293.94421266209343,0.04148059042506275,inf,inf,-inf,-inf
"(3600.0, 10800.0)",150.0,294.15,292.15,280.15,0.010714290844812445,10800.0,0.0,,,,,,,,,,,,294.15001344428265,303.15,288.15,0.010714603258999493,0.05,0.0,,,,,,,,,,,,
"(3600.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,,294.15000480630687,303.15,288.15,,,,0.0,1.4119148647065133e-05,inf,inf,-inf,-inf,294.15000480630687,0.15000449712288874,inf,inf,-inf,-inf
"(3600.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,,294.1499820714485,303.15,288.15,,,,0.0,1.2878288855377091e-05,inf,inf,-inf,-inf,294.1499820714485,0.15000425352824498,inf,inf,-inf,-inf
"(3600.0, 11700.0)",150.0,294.15,292.15,280.15,0.010714290845071684,11700.0,0.0,,,,,,,,,,,,294.14997406635246,303.15,288.15,0.010714174159919109,0.05,0.0,,,,,,,,,,,,
"(3600.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,,294.1499775285999,303.15,288.15,,,,0.0,1.2798868180499346e-05,inf,inf,-inf,-inf,294.1499775285999,0.1499981974766539,inf,inf,-inf,-inf
"(3600.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,,294.1499866411272,303.15,288.15,,,,0.0,1.2983165852634861e-05,inf,inf,-inf,-inf,294.1499866411272,0.1499982951100033,inf,inf,-inf,-inf
"(3600.0, 12600.0)",150.0,294.15,292.15,280.15,0.010714290845001312,12600.0,0.0,,,,,,,,,,,,294.14998984971237,303.15,288.15,0.010714324955792446,0.05,0.0,,,,,,,,,,,,
"(3600.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,,294.14998902043095,303.15,288.15,,,,0.0,1.3051288370354574e-05,inf,inf,-inf,-inf,294.14998902043095,0.1500004317424068,inf,inf,-inf,-inf
"(3600.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,,294.14998683778913,303.15,288.15,,,,0.0,1.2988392129046105e-05,inf,inf,-inf,-inf,294.14998683778913,0.15000040835687425,inf,inf,-inf,-inf
"(3600.0, 13500.0)",150.0,294.15,292.15,280.15,0.010714290845020123,13500.0,0.0,,,,,,,,,,,,294.1499860692655,303.15,288.15,0.010714287681840724,0.05,0.0,,,,,,,,,,,,
"(3600.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,,294.14998629833315,303.15,288.15,,,,0.0,1.2974231132208518e-05,inf,inf,-inf,-inf,294.14998629833315,0.14999988074225654,inf,inf,-inf,-inf
"(3600.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,,294.1499869012321,303.15,288.15,,,,0.0,1.2990091747421242e-05,inf,inf,-inf,-inf,294.1499869012321,0.14999988720189153,inf,inf,-inf,-inf
"(3600.0, 14400.0)",150.0,294.15,292.15,280.15,0.010714290845015847,14400.0,0.0,,,,,,,,,,,,294.14998711351666,303.15,288.15,0.010714297885162241,0.05,0.0,,,,,,,,,,,,
"(3600.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,,294.14998705268385,303.15,288.15,,,,0.0,1.2994177043702582e-05,inf,inf,-inf,-inf,294.14998705268385,0.1500000316709291,inf,inf,-inf,-inf
"(3600.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,,294.14998689257396,303.15,288.15,,,,0.0,1.2989859483755978e-05,inf,inf,-inf,-inf,294.14998689257396,0.1500000299554633,inf,inf,-inf,-inf
"(3600.0, 15300.0)",150.0,294.15,292.15,280.15,0.010714290845016355,15300.0,0.0,,,,,,,,,,,,294.14998683619774,303.15,288.15,0.010714295169038546,0.05,0.0,,,,,,,,,,,,
"(3600.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,,294.14998685252317,303.15,288.15,,,,0.0,1.298878667914309e-05,inf,inf,-inf,-inf,294.14998685252317,0.14999999150065876,inf,inf,-inf,-inf
"(3600.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,,294.1499868954911,303.15,288.15,,,,0.0,1.2989937738480674e-05,inf,inf,-inf,-inf,294.1499868954911,0.14999999196103003,inf,inf,-inf,-inf
"(3600.0, 16200.0)",150.0,294.15,292.15,280.15,0.01071429084501682,16200.0,0.0,,,,,,,,,,,,294.14998691062,303.15,288.15,0.010714295897480384,0.05,0.0,,,,,,,,,,,,
"(3600.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,,294.14998690625123,303.15,288.15,,,,0.0,1.2990226508144419e-05,inf,inf,-inf,-inf,294.14998690625123,0.1500000022744914,inf,inf,-inf,-inf
"(3600.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689475283,303.15,288.15,,,,0.0,1.2989917933830216e-05,inf,inf,-inf,-inf,294.14998689475283,0.15000000215129453,inf,inf,-inf,-inf
"(3600.0, 17100.0)",150.0,294.15,292.15,280.15,0.010714290845016902,17100.0,0.0,,,,,,,,,,,,294.1499868907039,303.15,288.15,0.010714295702509355,0.05,0.0,,,,,,,,,,,,
"(3600.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689187394,303.15,288.15,,,,0.0,1.2989840712762699e-05,inf,inf,-inf,-inf,294.14998689187394,0.1499999993908577,inf,inf,-inf,-inf
"(3600.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,,294.1499868949536,303.15,288.15,,,,0.0,1.2989923319885303e-05,inf,inf,-inf,-inf,294.1499868949536,0.14999999942385422,inf,inf,-inf,-inf
"(3600.0, 18000.0)",150.0,294.15,292.15,280.15,0.010714290845016823,18000.0,0.0,,,,,,,,,,,,294.1499868960376,303.15,288.15,0.01071429575472211,0.05,0.0,,,,,,,,,,,,
"(3600.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,,294.1499868957244,303.15,288.15,,,,0.0,1.2989943998050668e-05,inf,inf,-inf,-inf,294.1499868957244,0.15000000016309006,inf,inf,-inf,-inf
"(3600.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689490005,303.15,288.15,,,,0.0,1.2989921883401684e-05,inf,inf,-inf,-inf,294.14998689490005,0.15000000015425796,inf,inf,-inf,-inf
"(3600.0, 18900.0)",150.0,294.15,292.15,280.15,0.010714290845016846,18900.0,0.0,,,,,,,,,,,,294.14998689460947,303.15,288.15,0.010714295740741423,0.05,0.0,,,,,,,,,,,,
"(3600.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,,294.1499868946934,303.15,288.15,,,,0.0,1.2989916340407562e-05,inf,inf,-inf,-inf,294.1499868946934,0.14999999995631458,inf,inf,-inf,-inf
"(3600.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491443,303.15,288.15,,,,0.0,1.298992226876129e-05,inf,inf,-inf,-inf,294.14998689491443,0.14999999995868277,inf,inf,-inf,-inf
"(3600.0, 19800.0)",150.0,294.15,292.15,280.15,0.010714290845016839,19800.0,0.0,,,,,,,,,,,,294.14998689499186,303.15,288.15,0.010714295744484412,0.05,0.0,,,,,,,,,,,,
"(3600.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689496946,303.15,288.15,,,,0.0,1.2989923745748776e-05,inf,inf,-inf,-inf,294.14998689496946,0.1500000000116741,inf,inf,-inf,-inf
"(3600.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491057,303.15,288.15,,,,0.0,1.2989922165743515e-05,inf,inf,-inf,-inf,294.14998689491057,0.1500000000110433,inf,inf,-inf,-inf
"(3600.0, 20700.0)",150.0,294.15,292.15,280.15,0.01071429084501684,20700.0,0.0,,,,,,,,,,,,294.1499868948895,303.15,288.15,0.01071429574348311,0.05,0.0,,,,,,,,,,,,
"(3600.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689489556,303.15,288.15,,,,0.0,1.2989921763054037e-05,inf,inf,-inf,-inf,294.14998689489556,0.149999999996864,inf,inf,-inf,-inf
"(3600.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,,294.1499868949116,303.15,288.15,,,,0.0,1.2989922192312243e-05,inf,inf,-inf,-inf,294.1499868949116,0.14999999999703598,inf,inf,-inf,-inf
"(3600.0, 21600.0)",150.0,294.15,292.15,280.15,0.01071429084501684,21600.0,0.0,,,,,,,,,,,,294.14998689491694,303.15,288.15,0.010714295743750985,0.05,0.0,,,,,,,,,,,,
"(3600.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491534,303.15,288.15,,,,0.0,1.298992229457476e-05,inf,inf,-inf,-inf,294.14998689491534,0.15000000000082653,inf,inf,-inf,-inf
"(3600.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,,294.1499868949113,303.15,288.15,,,,0.0,1.2989922186531311e-05,inf,inf,-inf,-inf,294.1499868949113,0.1500000000007834,inf,inf,-inf,-inf
"(3600.0, 22500.0)",150.0,294.15,292.15,280.15,0.010714290845016839,22500.0,0.0,,,,,,,,,,,,294.1499868949095,303.15,288.15,0.010714295743678893,0.05,0.0,,,,,,,,,,,,
"(3600.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491,303.15,288.15,,,,0.0,1.2989922150534119e-05,inf,inf,-inf,-inf,294.14998689491,0.14999999999975988,inf,inf,-inf,-inf
"(3600.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,,294.1499868949114,303.15,288.15,,,,0.0,1.298992218884223e-05,inf,inf,-inf,-inf,294.1499868949114,0.149999999999775,inf,inf,-inf,-inf
"(3600.0, 23400.0)",150.0,294.15,292.15,280.15,0.010714290845016846,23400.0,0.0,,,,,,,,,,,,294.14998689491154,303.15,288.15,0.010714295743698391,0.05,0.0,,,,,,,,,,,,
"(3600.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,,294.1499868949115,303.15,288.15,,,,0.0,1.2989922188935741e-05,inf,inf,-inf,-inf,294.1499868949115,0.15000000000004843,inf,inf,-inf,-inf
"(3600.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491136,303.15,288.15,,,,0.0,1.2989922187741962e-05,inf,inf,-inf,-inf,294.14998689491136,0.15000000000004757,inf,inf,-inf,-inf
"(3600.0, 24300.0)",150.0,294.15,292.15,280.15,0.01071429084501682,24300.0,0.0,,,,,,,,,,,,294.14998689491097,303.15,288.15,0.010714295743693656,0.05,0.0,,,,,,,,,,,,
"(3600.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,,294.1499868949111,303.15,288.15,,,,0.0,1.298992217933822e-05,inf,inf,-inf,-inf,294.1499868949111,0.14999999999997782,inf,inf,-inf,-inf
"(3600.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491136,303.15,288.15,,,,0.0,1.2989922187469702e-05,inf,inf,-inf,-inf,294.14998689491136,0.14999999999998115,inf,inf,-inf,-inf
"(3600.0, 25200.0)",150.0,294.15,292.15,280.15,0.010714290845016914,25200.0,0.0,,,,,,,,,,,,294.14998689491114,303.15,288.15,0.010714295743695021,0.05,0.0,,,,,,,,,,,,
"(3600.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491114,303.15,288.15,,,,0.0,1.2989922182376469e-05,inf,inf,-inf,-inf,294.14998689491114,0.14999999999999808,inf,inf,-inf,-inf
"(3600.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491136,303.15,288.15,,,,0.0,1.2989922187248645e-05,inf,inf,-inf,-inf,294.14998689491136,0.15000000000000016,inf,inf,-inf,-inf
"(3600.0, 26100.0)",150.0,294.15,292.15,280.15,0.010714290845016563,26100.0,0.0,,,,,,,,,,,,294.1499868949111,303.15,288.15,0.010714295743694396,0.05,0.0,,,,,,,,,,,,
"(3600.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491114,303.15,288.15,,,,0.0,1.2989922181600485e-05,inf,inf,-inf,-inf,294.14998689491114,0.14999999999998906,inf,inf,-inf,-inf
"(3600.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491136,303.15,288.15,,,,0.0,1.2989922187845513e-05,inf,inf,-inf,-inf,294.14998689491136,0.1499999999999916,inf,inf,-inf,-inf
"(3600.0, 27000.0)",150.0,294.15,292.15,280.15,0.010714290845017524,27000.0,0.0,,,,,,,,,,,,294.14998689491114,303.15,288.15,0.010714295743694615,0.05,0.0,,,,,,,,,,,,
"(3600.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491114,303.15,288.15,,,,0.0,1.298992218176503e-05,inf,inf,-inf,-inf,294.14998689491114,0.1499999999999922,inf,inf,-inf,-inf
"(3600.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,,294.1499868949113,303.15,288.15,,,,0.0,1.29899221856669e-05,inf,inf,-inf,-inf,294.1499868949113,0.14999999999999386,inf,inf,-inf,-inf
"(3600.0, 27900.0)",150.0,294.15,292.15,280.15,0.010714290845012004,27900.0,0.0,,,,,,,,,,,,294.149986894911,303.15,288.15,0.010714295743690483,0.05,0.0,,,,,,,,,,,,
"(3600.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,,294.14998689491114,303.15,288.15,,,,0.0,1.298992218180811e-05,inf,inf,-inf,-inf,294.14998689491114,0.14999999999993438,inf,inf,-inf,-inf
"(3600.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998689491165,303.15,288.15,,,,0.0,1.2989922193856083e-05,inf,inf,-inf,-inf,294.14998689491165,0.1499999999999398,inf,inf,-inf,-inf
"(3600.0, 28800.0)",150.0,294.15,292.15,280.15,0.010714290845030732,28800.0,0.0,,,,,,,,,,,,294.1499868949115,303.15,288.15,0.010714295743708684,0.05,0.0,,,,,,,,,,,,
