,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(10800.0, 27000.0)",150.0,294.15,292.15,280.15,27000.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705173,303.15,288.15,0.010714291586430728,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270518,303.15,288.15,,,,0.0,1.8422084457185814e-05,inf,inf,-inf,-inf,294.1499923270518,0.1500000000000062,0.010714291586430728,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705196,303.15,288.15,,,,0.0,1.8422084461503473e-05,inf,inf,-inf,-inf,294.14999232705196,0.1500000000000081,0.010714291586430728,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 27900.0)",150.0,294.15,292.15,280.15,27900.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270516,303.15,288.15,0.010714291586426132,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270518,303.15,288.15,,,,0.0,1.84220844568063e-05,inf,inf,-inf,-inf,294.1499923270518,0.14999999999994174,0.010714291586426132,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270523,303.15,288.15,,,,0.0,1.842208447026876e-05,inf,inf,-inf,-inf,294.1499923270523,0.14999999999994723,0.010714291586426132,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 28800.0)",150.0,294.15,292.15,280.15,28800.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705213,303.15,288.15,0.010714291586444664,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270518,303.15,288.15,,,,0.0,1.8422084456986896e-05,inf,inf,-inf,-inf,294.1499923270518,0.15000000000020128,0.010714291586444664,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705105,303.15,288.15,,,,0.0,1.8422084435629188e-05,inf,inf,-inf,-inf,294.14999232705105,0.15000000000019295,0.010714291586444664,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 29700.0)",150.0,294.15,292.15,280.15,29700.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705037,303.15,288.15,0.010714291586376143,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705185,303.15,288.15,,,,0.0,1.84220844585608e-05,inf,inf,-inf,-inf,294.14999232705185,0.14999999999924257,0.010714291586376143,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705594,303.15,288.15,,,,0.0,1.842208456516518e-05,inf,inf,-inf,-inf,294.14999232705594,0.14999999999928615,0.010714291586376143,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 30600.0)",150.0,294.15,292.15,280.15,30600.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705696,303.15,288.15,0.010714291586632384,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270516,303.15,288.15,,,,0.0,1.8422084451824115e-05,inf,inf,-inf,-inf,294.1499923270516,0.1500000000028273,0.010714291586632384,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270375,303.15,288.15,,,,0.0,1.8422084081586383e-05,inf,inf,-inf,-inf,294.1499923270375,0.1500000000026766,0.010714291586632384,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 31500.0)",150.0,294.15,292.15,280.15,31500.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270322,303.15,288.15,0.010714291585675759,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705253,303.15,288.15,,,,0.0,1.842208447667758e-05,inf,inf,-inf,-inf,294.14999232705253,0.14999999998944435,0.010714291585675759,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,294.1499923271061,303.15,288.15,,,,0.0,1.8422085888984216e-05,inf,inf,-inf,-inf,294.1499923271061,0.14999999999001826,0.010714291585675759,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 32400.0)",150.0,294.15,292.15,280.15,32400.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232712455,303.15,288.15,0.010714291589244222,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,294.149992327049,303.15,288.15,,,,0.0,1.84220843821686e-05,inf,inf,-inf,-inf,294.149992327049,0.15000000003936487,0.010714291589244222,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,294.1499923268502,303.15,288.15,,,,0.0,1.842207914011e-05,inf,inf,-inf,-inf,294.1499923268502,0.1500000000372352,0.010714291589244222,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 33300.0)",150.0,294.15,292.15,280.15,33300.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923267799,303.15,288.15,0.010714291575921705,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,294.1499923270623,303.15,288.15,,,,0.0,1.8422084735058292e-05,inf,inf,-inf,-inf,294.1499923270623,0.14999999985299278,0.010714291575921705,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,294.14999232780576,303.15,288.15,,,,0.0,1.842210434325291e-05,inf,inf,-inf,-inf,294.14999232780576,0.14999999986095783,0.010714291575921705,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 34200.0)",150.0,294.15,292.15,280.15,34200.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923280672,303.15,288.15,0.010714291625679623,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,294.14999232701257,303.15,288.15,,,,0.0,1.842208341946225e-05,inf,inf,-inf,-inf,294.14999232701257,0.15000000054906995,0.010714291625679623,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,294.1499923242371,303.15,288.15,,,,0.0,1.8422010212896732e-05,inf,inf,-inf,-inf,294.1499923242371,0.1500000005193324,0.010714291625679623,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 35100.0)",150.0,294.15,292.15,280.15,35100.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923232594,303.15,288.15,0.010714291439875925,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,294.1499923271975,303.15,288.15,,,,0.0,1.84220883139313e-05,inf,inf,-inf,-inf,294.1499923271975,0.1499999979498016,0.010714291439875925,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,294.14999233756237,303.15,288.15,,,,0.0,1.8422361859792464e-05,inf,inf,-inf,-inf,294.14999233756237,0.14999999806085387,0.010714291439875925,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 36000.0)",150.0,294.15,292.15,280.15,36000.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999234121154,303.15,288.15,0.010714292134050573,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,294.14999232649706,303.15,288.15,,,,0.0,1.8422069770143907e-05,inf,inf,-inf,-inf,294.14999232649706,0.15000000766073435,0.010714292134050573,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,294.149992287769,303.15,288.15,,,,0.0,1.8421049212099933e-05,inf,inf,-inf,-inf,294.149992287769,0.1500000072457909,0.010714292134050573,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 36900.0)",150.0,294.15,292.15,280.15,36900.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499922741323,303.15,288.15,0.01071428954549735,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,294.1499923289752,303.15,288.15,,,,0.0,1.8422135418386656e-05,inf,inf,-inf,-inf,294.1499923289752,0.14999997144756866,0.01071428954549735,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,294.1499924733201,303.15,288.15,,,,0.0,1.8425963672673128e-05,inf,inf,-inf,-inf,294.1499924733201,0.1499999729941223,0.01071428954549735,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 37800.0)",150.0,294.15,292.15,280.15,37800.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999252414464,303.15,288.15,0.010714299266977312,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,294.1499923177986,303.15,288.15,,,,0.0,1.842183956030514e-05,inf,inf,-inf,-inf,294.1499923177986,0.1500001074284335,0.010714299266977312,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,294.14999177470224,303.15,288.15,,,,0.0,1.8407766127262852e-05,inf,inf,-inf,-inf,294.14999177470224,0.15000010160953567,0.010714299266977312,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499915834738,303.15,288.15,0.010714263716992169,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.14999233278905,303.15,288.15,,,,0.0,1.8422238918164618e-05,inf,inf,-inf,-inf,294.14999233278905,0.14999960988963584,0.010714263716992169,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.1499943049638,303.15,288.15,,,,0.0,1.8477963985771256e-05,inf,inf,-inf,-inf,294.1499943049638,0.14999963102004274,0.010714263716992169,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499949993802,303.15,288.15,0.010714407047237572,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.1499919032608,303.15,288.15,,,,0.0,1.8411039489429166e-05,inf,inf,-inf,-inf,294.1499919032608,0.15000161190936567,0.010714407047237572,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.1499837543736,303.15,288.15,,,,0.0,1.824605897623436e-05,inf,inf,-inf,-inf,294.1499837543736,0.15000152459889468,0.010714407047237572,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499808850931,303.15,288.15,0.010713998537823444,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.1499888372394,303.15,288.15,,,,0.0,1.8339371303708874e-05,inf,inf,-inf,-inf,294.1499888372394,0.1499958599325213,0.010713998537823444,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.1500097670627,303.15,288.15,,,,0.0,1.946376204389811e-05,inf,inf,-inf,-inf,294.1500097670627,0.14999608417480587,0.010713998537823444,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1500171366101,303.15,288.15,0.019945179190445868,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.9090977256216,303.15,288.15,,,,0.0,1.7645539877100976e-05,inf,inf,-inf,-inf,293.9090977256216,0.2744276696361283,0.019945179190445868,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.2944053895111,303.15,288.15,,,,0.0,1.7645301230122126e-05,inf,inf,-inf,-inf,293.2944053895111,0.2621675208454483,0.019945179190445868,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,293.08533877944296,303.15,288.15,7.147237169380658e-08,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.3706255699845,303.15,288.15,,,,0.0,1.764531909556465e-05,inf,inf,-inf,-inf,293.3706255699845,9.449094404292004e-07,7.147237169380661e-08,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.15004337876667,303.15,288.15,,,,0.0,4.166716033322069e-05,inf,inf,-inf,-inf,294.15004337876667,1.0006162799810495e-06,7.147237169380661e-08,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 43200.0)",,,,,,,,,,,,,,,,,,294.43533002457735,303.15,288.15,,,,,,,,,,,,,,,,,,
"(11700.0, 0.0)",150.0,294.15,292.15,280.15,0.0,0.15000016495044832,1.0,-900.0,6300.0,1000.0,100000.0,250.0,1.0,100.0,293.0079835539299,3.753789049497708e-05,0.0,293.0079835539299,303.15,288.15,0.011703721112950195,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,293.0070693177131,303.15,288.15,,,,0.0,99906.92162522285,inf,inf,-inf,-inf,293.0070693177131,0.15047555362438328,0.011703721112950195,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,293.00467118888156,303.15,288.15,,,,0.0,99906.92225385737,inf,inf,-inf,-inf,293.00467118888156,0.15044748659334575,0.011703721112950195,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 900.0)",150.0,294.15,292.15,280.15,900.0,0.14999995611027517,1.0,-900.0,6300.0,,,,,,,,,293.0038298729501,303.15,288.15,0.011707486666444536,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,293.0029160383266,303.15,288.15,,,,0.0,99999.33333401043,inf,inf,-inf,-inf,293.0029160383266,0.15047534314363986,0.011707486666444536,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,293.0005189936692,303.15,288.15,,,,0.0,99999.3333337481,inf,inf,-inf,-inf,293.0005189936692,0.15044727977527467,0.011707486666444536,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,0.15000001174544345,1.0,-900.0,6300.0,,,,,,,,,292.99967806981516,303.15,288.15,0.011711274611827402,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,292.9987641132964,303.15,288.15,,,,0.0,99999.33333359989,inf,inf,-inf,-inf,292.9987641132964,0.15047540495340717,0.011711274611827402,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,292.99636677984336,303.15,288.15,,,,0.0,99999.33333343267,inf,inf,-inf,-inf,292.99636677984336,0.15044732912300246,0.011711274611827402,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,0.14999999685486715,1.0,-900.0,6300.0,,,,,,,,,292.9955257664714,303.15,288.15,0.0117150596822919,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,292.99461182764395,303.15,288.15,,,,0.0,99999.33333333234,inf,inf,-inf,-inf,292.99461182764395,0.15047539415672184,0.0117150596822919,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,292.9922145715138,303.15,288.15,,,,0.0,99999.33333321853,inf,inf,-inf,-inf,292.9922145715138,0.15044731015808302,0.0117150596822919,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,0.15000000084214715,1.0,-900.0,6300.0,,,,,,,,,292.9913735970548,303.15,288.15,0.011718848626515191,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,292.9904596385445,303.15,288.15,,,,0.0,99999.33333314914,inf,inf,-inf,-inf,292.9904596385445,0.15047540279898128,0.011718848626515191,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,292.98806236173596,303.15,288.15,,,,0.0,99999.33333306792,inf,inf,-inf,-inf,292.98806236173596,0.15044730947494583,0.011718848626515191,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,0.16371665521546314,1.0,-900.0,6300.0,,,,,,,,,292.9872213918222,303.15,288.15,0.012852954597725574,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,292.9590589542085,303.15,288.15,,,,0.0,99999.33333308746,inf,inf,-inf,-inf,292.9590589542085,0.16463425317803265,0.012852954597725574,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,292.8854743514741,303.15,288.15,,,,0.0,99999.33333325821,inf,inf,-inf,-inf,292.8854743514741,0.16368847361999578,0.012852954597725574,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,292.859769121231,303.15,288.15,3.4487997041772586e-05,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,293.14421468071583,303.15,288.15,,,,0.0,99999.33333282657,inf,inf,-inf,-inf,293.14421468071583,0.0004481444374682391,3.4487997041772586e-05,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,293.92123929401265,303.15,288.15,,,,0.0,99999.33334091459,inf,inf,-inf,-inf,293.92123929401265,0.00047494246003456226,3.4487997041772586e-05,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.2056152301922,303.15,288.15,0.012777635957473818,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,294.1500277229653,303.15,288.15,,,,0.0,2.79395463319377e-05,inf,inf,-inf,-inf,294.1500277229653,0.17888725765329716,0.012777635957473818,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,294.00474801887935,303.15,288.15,,,,0.0,2.007654498672794e-05,inf,inf,-inf,-inf,294.00474801887935,0.17703092652133678,0.012777635957473818,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,293.95398340140645,303.15,288.15,0.00922209072243889,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,293.99676695586254,303.15,288.15,,,,0.0,2.02219777837383e-05,inf,inf,-inf,-inf,293.99676695586254,0.1276961410457794,0.00922209072243889,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,294.1099493900154,303.15,288.15,,,,0.0,2.0218584655543178e-05,inf,inf,-inf,-inf,294.1099493900154,0.12873991973720222,0.00922209072243889,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.15002112788306,303.15,288.15,0.010714592477956145,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,294.1500126190379,303.15,288.15,,,,0.0,2.2069931463076763e-05,inf,inf,-inf,-inf,294.1500126190379,0.15000442989559898,0.010714592477956145,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,294.1499902240376,303.15,288.15,,,,0.0,2.0887928280620352e-05,inf,inf,-inf,-inf,294.1499902240376,0.15000418994413986,0.010714592477956145,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 9000.0)",150.0,294.15,292.15,280.15,9000.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.14998233860433,303.15,288.15,0.010714170542673847,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,294.14998572935195,303.15,288.15,,,,0.0,2.0811791132624805e-05,inf,inf,-inf,-inf,294.14998572935195,0.14999823470039814,0.010714170542673847,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,294.1499946536958,303.15,288.15,,,,0.0,2.0989431083299484e-05,inf,inf,-inf,-inf,294.1499946536958,0.14999833031812984,0.010714170542673847,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 9900.0)",150.0,294.15,292.15,280.15,9900.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.14999779602095,303.15,288.15,0.010714318236656736,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,294.14999698354404,303.15,288.15,,,,0.0,2.1054937723738627e-05,inf,inf,-inf,-inf,294.14999698354404,0.15000042299380928,0.010714318236656736,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,294.14999484513015,303.15,288.15,,,,0.0,2.0994479067738315e-05,inf,inf,-inf,-inf,294.14999484513015,0.15000040008217116,0.010714318236656736,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 10800.0)",150.0,294.15,292.15,280.15,10800.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.1499940921791,303.15,288.15,0.010714281719866601,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,294.1499943165558,303.15,288.15,,,,0.0,2.098085549621125e-05,inf,inf,-inf,-inf,294.1499943165558,0.1499998831844559,0.010714281719866601,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,294.14999490710846,303.15,288.15,,,,0.0,2.099611349401662e-05,inf,inf,-inf,-inf,294.14999490710846,0.14999988951181195,0.010714281719866601,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 11700.0)",150.0,294.15,292.15,280.15,11700.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.1499951150459,303.15,288.15,0.010714291714333168,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,294.1499950554565,303.15,288.15,,,,0.0,2.1000042954892395e-05,inf,inf,-inf,-inf,294.1499950554565,0.15000003102360782,0.010714291714333168,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,294.1499948986191,303.15,288.15,,,,0.0,2.0995890476531757e-05,inf,inf,-inf,-inf,294.1499948986191,0.1500000293432053,0.010714291714333168,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 12600.0)",150.0,294.15,292.15,280.15,12600.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.14999484339523,303.15,288.15,0.010714289053733544,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,294.1499948593867,303.15,288.15,,,,0.0,2.099485861133936e-05,inf,inf,-inf,-inf,294.1499948593867,0.14999999167451072,0.010714289053733544,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,294.1499949014759,303.15,288.15,,,,0.0,2.09959656590492e-05,inf,inf,-inf,-inf,294.1499949014759,0.14999999212546655,0.010714289053733544,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 13500.0)",150.0,294.15,292.15,280.15,13500.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.1499949162954,303.15,288.15,0.010714289767277447,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,294.1499949120159,303.15,288.15,,,,0.0,2.0996243388672755e-05,inf,inf,-inf,-inf,294.1499949120159,0.15000000222799764,0.010714289767277447,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,294.14999490075274,303.15,288.15,,,,0.0,2.0995946629670672e-05,inf,inf,-inf,-inf,294.14999490075274,0.1500000021073201,0.010714289767277447,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 14400.0)",150.0,294.15,292.15,280.15,14400.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.1499948967865,303.15,288.15,0.010714289576292389,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,294.1499948979327,303.15,288.15,,,,0.0,2.0995872361756164e-05,inf,inf,-inf,-inf,294.1499948979327,0.14999999940331776,0.010714289576292389,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,294.14999490094937,303.15,288.15,,,,0.0,2.09959518019113e-05,inf,inf,-inf,-inf,294.14999490094937,0.14999999943563969,0.010714289576292389,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 15300.0)",150.0,294.15,292.15,280.15,15300.0,-1.3104009705111608e-07,1.0,-900.0,6300.0,,,,,,,,,294.1499949020112,303.15,288.15,0.01071428962743814,0.05,0.0,,,,,,,,,,,,,,,
"(11700.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,294.14999490170436,303.15,288.15,,,,0.0,2.0995971687509685e-05,inf,inf,-inf,-inf,294.14999490170436,0.15000000015976872,0.01071428962743814,inf,inf,inf,-inf,-inf,-inf
"(11700.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,294.1499949008969,303.15,288.15,,,,0.0,2.099595042181689e-05,inf,inf,-inf,-inf,294.1499949008969,0.1500000001511172,0.01071428962743814,inf,inf,inf,-inf,-inf,-inf
